Name,Address,Price
Lisa Smith,Kiribati,576342978
Timothy Guerrero,Indonesia,833309690
Anthony Ewing,Zimbabwe,163061145
Richard Lewis,San Marino,584793193
Stacey Lane,Zambia,112751259
Jennifer Warren,Chile,969648328
Carla Pugh,Angola,465538698
Andrew Jennings,Botswana,1129357366
Jeffrey Morgan,Turks and Caicos Islands,822950613
Breanna Clark,South Georgia and the South Sandwich Islands,1127192948
Zachary Rivera,Azerbaijan,1093243310
Jamie Williams,Philippines,492402447
Carrie Knapp,Australia,755358761
Valerie Thompson,Philippines,239703393
Amber Murray,Malta,1020414787
Jennifer Warren,Martinique,187028819
Richard Jones,Iceland,1192361569
Jasmine Rogers,Sierra Leone,359156687
Joan Fitzgerald,Guyana,871191617
Steven Rubio,Malawi,291276666
Jonathan Kennedy,Iceland,406889027
Timothy Stewart,Chad,678255854
Paul Brooks,French Guiana,615083400
Rebekah Reid,Taiwan,1019212747
Robert Powers,Egypt,879135558
Jennifer Smith,Qatar,790783268
Joseph Hughes,Netherlands Antilles,321271325
Richard Garcia,Norway,738093950
Jacob Wilson,Angola,794939813
Victor Baker,Nigeria,1206350933
Christopher Marshall,Slovenia,991318662
Erica Coffey,Andorra,683991213
Angela Moore,Belize,1098761997
Christina Banks,Mali,431278897
Carla Blair,Nauru,422395659
James Long,Tokelau,1083658036
Corey Johnston,Kyrgyz Republic,408973812
Karen Williams,Serbia,682545900
Desiree Garcia,Gibraltar,1010923835
Kevin Knapp,Bouvet Island (Bouvetoya),463491198
Deanna Lynch,Heard Island and McDonald Islands,405468153
Angela Esparza,Tanzania,333362810
Mary Hudson,Jersey,39349879
Mr. Nathan Taylor,Anguilla,426403659
Jason Hernandez,Bulgaria,532123079
Taylor Hernandez,United Kingdom,112029494
Casey Bernard,Benin,535482345
Joshua Nguyen,Liberia,628293532
Jennifer Johnson,Bulgaria,699662990
Joseph Miller,Madagascar,683194307
Nicole Sharp,Estonia,85782884
Devin Brown,Belize,48211422
Vicki Chavez,Latvia,997943875
Lauren Carpenter,Martinique,497914
Thomas Perry,Saudi Arabia,75514765
Michelle Baker,Austria,708114041
Joseph Carpenter,Congo,1050198988
Sandra Curry,Denmark,65136944
Rebecca Jacobson,Sweden,393300085
Diane Collins,Eritrea,92842135
Stephanie Miller,Saint Kitts and Nevis,964818874
Monique Young,Aruba,105795120
Charles Bradley,Norfolk Island,1111038727
Ashley Williams,Bulgaria,428096551
Willie Hunter,Jamaica,970299317
Ryan Williams,Finland,591051393
Casey Wilson,Belize,167005146
Brandon Howell,Montserrat,1148418544
Micheal Barr,Hungary,321961283
Monique Rios,Azerbaijan,859832735
Wendy Schaefer,Sierra Leone,716424683
Samantha Serrano,Ukraine,39547077
John Roberts,Mauritania,655469889
Deborah Wilkins,Suriname,524007438
Mr. Robert Harris,Jamaica,648734613
Joshua Gonzalez,Panama,619343968
Timothy Humphrey,Spain,1012847549
Michelle Miller MD,Saint Barthelemy,906042059
Stephen Evans,Iceland,290314932
Angela Avery,Switzerland,997858169
Regina King,Trinidad and Tobago,566613767
Catherine Martinez,Namibia,224898616
Teresa Stone,Tunisia,70106379
Alex Meadows,North Macedonia,263907087
Michael Barnes,Barbados,473753454
Lindsey Griffin,Greece,582165302
Karen Rollins,Ecuador,577611299
Dana Boyer,Philippines,387228666
Joseph Olson,Philippines,317512607
Tiffany Miller MD,Serbia,942356508
Lori Powell,Greenland,641877177
Bryan Jones,Bermuda,305391646
Stephanie Briggs,Ireland,711003454
Andre Bautista,Kiribati,57834055
Justin Coffey,Cameroon,1148105144
John Smith,Antarctica (the territory South of 60 deg S),257568665
Sean Santiago,Bosnia and Herzegovina,479242931
Jason Richardson,Switzerland,21814804
Tyler Williams,Gambia,685437782
Tina Garcia,Iceland,264794325
Lisa Fernandez,Cote d'Ivoire,318652614
Matthew Phillips,Malta,422332752
Sarah Martinez,Cambodia,874057029
Kelly Duncan,United States Virgin Islands,147180659
Regina Jensen,Reunion,281612144
Travis Coleman,Guinea-Bissau,35818056
Meredith Ortega,Christmas Island,816849419
Robyn Ortiz,Guyana,1102190585
Michael Reyes,Palestinian Territory,365049702
Phillip Flores,Uganda,753393931
Tyler Harris,Anguilla,1085833996
Karen Rodriguez,Saint Martin,306901646
Amy Williams,Malaysia,970534250
Jacqueline Elliott,Italy,180408593
Peter Wong,Norway,49097710
Katrina Benitez,British Indian Ocean Territory (Chagos Archipelago),1198051267
Mario Bullock,Thailand,109634484
Douglas Banks,Panama,149283248
Timothy Mack,United Kingdom,284856889
Nicole Snow,Philippines,1167333747
Debbie Bailey,Dominica,27370944
Michelle Turner,Moldova,559625805
Jennifer Martinez,Australia,909313694
Tanya Murray,Greenland,1101014921
Caitlin Singleton,Myanmar,1039405721
Manuel Day,Grenada,883401763
James King,Denmark,268348375
Mr. Nicholas Cook,Guadeloupe,763432768
Paul Cain,American Samoa,818294254
Dylan Melendez,Jamaica,189753222
Angela Williams,Turks and Caicos Islands,222199766
Aaron Roach,Colombia,545633327
Harry Austin,Vanuatu,918641695
Jeffrey Bryant,Germany,722005942
Rachel Byrd,United States of America,492943740
Joshua Conley,Ethiopia,1030095607
Kristina Brewer,Madagascar,587970223
Shelby Benitez,Somalia,1198971074
Nathan Meyers,Japan,911916780
Shawn Howard,Palestinian Territory,667180520
Rachel Harper,Puerto Rico,60948901
Mr. Michael Richards DVM,Angola,296501169
Kimberly Parker,Cape Verde,887107009
Kevin Montgomery,Bhutan,983825260
Kevin Prince,United States of America,412297555
Randy Johnson,United States of America,490627902
Tracy Greene,Grenada,634852805
Veronica Flynn,Kyrgyz Republic,902810217
Sarah Alvarez,Liechtenstein,412014702
Allen Wheeler,Faroe Islands,16162610
Jill Morgan,Fiji,474706090
Jay Herrera,Norfolk Island,963535330
Antonio Cross,Saint Kitts and Nevis,1119274388
Ethan Martinez,Angola,852873464
Rebecca Kelley,Niue,588497408
Sharon Williams,Western Sahara,985665006
Brent Morris,Heard Island and McDonald Islands,275306065
Carlos Barr,Mayotte,790956724
Johnny Jones,Barbados,718006862
Dustin West,British Indian Ocean Territory (Chagos Archipelago),622050606
Cory Martinez,British Virgin Islands,755514161
Richard Bryant,Nauru,965346696
Daniel Klein,Lithuania,50277501
William Martinez,Georgia,709741103
Johnathan Atkinson,Namibia,101559420
Matthew Kerr,Central African Republic,128141945
Justin Harmon,Tanzania,19976037
William Adkins,Mauritania,447096222
Gavin Turner,French Guiana,847976164
Carol Hardy,Barbados,425111558
Nathan Ali,Guyana,341411869
Cameron Blair,Austria,1155650583
Stephen Mills,Tajikistan,157289971
Jason Williams,India,161658281
Mark Miranda,Trinidad and Tobago,408552467
Jonathan Henry,United States Minor Outlying Islands,51706349
Lisa Patterson,North Macedonia,1002568603
Wayne Jimenez,Bahrain,327317155
Jessica Ward,Congo,987201823
Keith Love,Moldova,203565821
Javier Jones,Serbia,669209929
Sandra Dunlap,Wallis and Futuna,736388810
Randall Joseph,United States of America,648460811
Barbara Carr,Guadeloupe,208127993
Teresa Solomon,Fiji,404272443
Alison Gonzalez,Guadeloupe,260116947
Michelle Martinez,Brunei Darussalam,1035055936
Jeffrey Dixon,Canada,371401484
Garrett Jones,British Virgin Islands,1060979660
Sarah Johnson,China,303254788
Andrew Harris,Portugal,792140965
Jason Salas DDS,Saint Helena,672477246
William Wright,Ghana,1020008127
William Carroll,Falkland Islands (Malvinas),266716672
David Clay,Belize,1092293391
Austin Vasquez,Cuba,1101631734
Gabrielle Ray,Netherlands,1043956676
Eileen Werner,Nigeria,888409033
Sara Johnson,Australia,888376649
Jorge Higgins,Fiji,167321010
Kevin Bryant,Kyrgyz Republic,748732609
John Garcia,Martinique,298116661
Paul Roberts,Yemen,76457420
Tyrone Meyer,Austria,179711756
Megan Rivera,Kiribati,355957986
Dana Smith,Chile,1150354830
Jeanne English,Namibia,752172880
Ryan Clark,Botswana,316626080
Vanessa Greer,Reunion,999841206
Valerie Crawford,Panama,233246447
Deborah Bridges,Thailand,302907028
John Jacobson,Central African Republic,188881685
Natasha Boyle,Norfolk Island,975910054
Christopher Keller,Saint Lucia,734957841
Amanda Mann,Vanuatu,893733847
Frederick Parsons,Iraq,674371099
Tyler Finley,Poland,1121454864
Rebecca Williams,Malawi,41698931
Sabrina Davis,Bahrain,439515054
Lonnie Allen,Senegal,653994111
Harold Gomez,Qatar,2196407
Kenneth Gomez,Morocco,524310931
Andrew Kelley,Papua New Guinea,466181823
Alicia Thomas,Greenland,914388708
Jamie Mueller,Turks and Caicos Islands,826548826
Frank Stark,Tajikistan,775460421
Mikayla Palmer,Madagascar,267547650
Ruth Shepherd,Sweden,1100552306
Chad Dixon,Zambia,825847366
Michael Hardy,Australia,136348689
Brett Walters,Poland,346157000
Blake Brown,Brazil,1094397055
Derek Leach,Zambia,1146850558
Toni Johnson,Tuvalu,134905335
Courtney Wells,Pakistan,992510402
Alan Singleton,Cuba,212715087
Caleb Williams,Cape Verde,392997371
Darin Baker,Paraguay,379379079
Gina Kennedy,Marshall Islands,177108496
Kyle Jones,Moldova,328407447
Antonio Massey,United Arab Emirates,259639658
Rachel Humphrey,Marshall Islands,366162058
Michael Chaney,Palau,1120835742
Isaac Wood,Liechtenstein,906801042
Seth Johnson,El Salvador,1143389237
Donald Soto,Korea,681754519
Michael Robinson,Kuwait,345444515
Anthony Conway,Uzbekistan,34535177
Pamela Murphy,Latvia,994265651
Luke Allen,Nicaragua,1105520829
Clinton Hall,Seychelles,730756505
Jason Lozano,Namibia,855516090
Joseph Turner,Estonia,716548665
Tyler Gutierrez,Bosnia and Herzegovina,288260041
Heather Wilkinson,Belize,464987587
Emily Adkins,Mozambique,288215485
Maurice Ramirez,Vanuatu,21768045
Gary Morrison,Netherlands Antilles,729239024
Samuel Oliver,Pakistan,851761104
Lisa Grant,French Polynesia,95313822
Jennifer Walker,Reunion,1065507525
Thomas Chavez,Sri Lanka,636807537
Todd Hernandez,Oman,849485867
Tonya Wilson,Mauritania,1136655065
Kenneth Phillips,Timor-Leste,457394317
Ralph Pope,Georgia,792173494
Patty Bryant,New Zealand,1147233977
James Lee,Sierra Leone,1038677548
Sandra Patel,Singapore,1136776494
Kristin Todd,Israel,418441600
Roger West,Morocco,396822860
Deborah Callahan,Qatar,3489558
Lindsay Collins,Sweden,237861920
Emily Reed,Sudan,499477820
David Ali,Cocos (Keeling) Islands,210237887
James Arnold,Comoros,940556249
Sean Patterson,Iraq,927207850
Lisa Rogers,Maldives,853548314
Teresa Bell,Lesotho,94303999
Ronald Perez,Cote d'Ivoire,564484969
Kari Jordan,Croatia,25291624
Matthew Cox,Hungary,16936166
Erik Williams,Guinea-Bissau,980253270
Andre Ramirez,Palau,838161242
Dr. David Moore,Macao,652948586
Jeffery Hardy,Central African Republic,1064561201
Corey White,United States of America,390145684
Andrew Tucker,United States of America,5933178
Mary Doyle,Paraguay,1166372103
Sherry Macias,British Virgin Islands,582196234
Melinda Estes,China,272818031
Cassie Park,Maldives,703648498
Julia Thomas,Bahrain,1133100338
Patricia Ruiz,Mauritius,1031349035
Donna Smith,Palau,541392802
Shane Williams,Cocos (Keeling) Islands,1206654220
Michelle Vazquez,Paraguay,52323306
Helen Mitchell,Armenia,1119196930
Mark Harris,Fiji,186264411
Brittany Harris,Italy,757678980
Janice Fernandez,Nicaragua,1156241904
Terry Lopez,Heard Island and McDonald Islands,834679866
Barbara Booth,Oman,140295685
Paul Collins,Tunisia,207425009
Terry Perry,Slovakia (Slovak Republic),936248651
Craig Smith,Belize,222267338
Timothy Foley,Seychelles,1164538750
Shelby Yates,France,88086100
Gerald Malone,Kazakhstan,1175195748
Jill Mccullough,Russian Federation,795212599
Phillip Lee,Canada,985844678
Kelli Sanders,Argentina,705236976
Zachary Davis,Israel,1098180453
Tonya Smith,Swaziland,22691318
Katie Sanchez,Aruba,962918295
Alex Kelley,Ethiopia,657319649
Nicole Jackson,Slovenia,966418218
Stephanie Hall,Cameroon,1171380507
Joshua Villarreal,Argentina,394042023
Christopher Phillips,Papua New Guinea,1065108277
Patrick Dixon,Morocco,696627007
Larry Foster,Thailand,785493171
Christine Hobbs,Bangladesh,729312282
Matthew Thompson,El Salvador,242574123
Melissa Reynolds,United Kingdom,1059039937
James Hicks,Holy See (Vatican City State),471777530
Thomas Smith,Egypt,694898673
Aaron Nguyen,Portugal,622579133
Heather Owens,Mongolia,493672239
Ariel Burnett,Guatemala,761155345
Jennifer Crawford,Puerto Rico,619294579
Tonya Richardson,Antigua and Barbuda,286541275
Thomas Phillips,British Indian Ocean Territory (Chagos Archipelago),258005828
April Baldwin,French Polynesia,979249699
Christopher Evans,Montserrat,182534433
Barbara Hull,Lebanon,794237321
Renee Bryant,Dominican Republic,292495268
Ashley Skinner,Argentina,22148836
Zachary Hampton,Luxembourg,649282704
Diane Richardson,Uruguay,437136362
Andrew Roberts,Namibia,740532940
Austin Johnson,American Samoa,665198235
Sheila Jones,Saudi Arabia,74677466
Amber Porter,Haiti,558660714
James Carter,Bermuda,1138984743
Phyllis Knox,Panama,1051494714
Tina Ponce,Korea,1154823093
Kathryn Gaines,Ghana,696034098
Michael Rivera,United States Virgin Islands,1126922567
Erica Villa,Namibia,879232938
Bradley Fisher,Mauritania,713512419
Maurice Schwartz,Sao Tome and Principe,211064136
Matthew Griffin,Cambodia,807139342
Emily Alexander,Honduras,506728308
Matthew Mason,Congo,632745824
Misty Bernard,Sierra Leone,828078578
Douglas Moore,Norway,521293933
Julie Contreras,Cote d'Ivoire,532177213
Brooke Burnett,Bolivia,1100504448
Sarah Palmer,Jersey,104356992
Joe James,Vietnam,336858781
Tammy Brown,Trinidad and Tobago,605222380
Julie Moore,Mali,843076122
Robert Hunter,Indonesia,671916552
James Taylor,Bosnia and Herzegovina,722830390
Joel Oliver,Greece,989676889
Gary Grant,Ukraine,807217694
Toni Curtis,United States Minor Outlying Islands,618113114
Jennifer Jackson,Micronesia,1053108587
Christina Martin,Liechtenstein,833670358
Maria Burgess,Congo,594685922
Manuel Wall,Ethiopia,1038931028
Maurice Soto,Germany,895958895
Jane Collins,American Samoa,570433266
Matthew Sanchez,Nauru,141522512
Rebecca Edwards,Falkland Islands (Malvinas),935179885
Jimmy Mccall,Italy,746535757
Kelly Woodard,Finland,1121643483
Leslie Mccoy,Kyrgyz Republic,1199229797
Emily Blankenship,Nauru,224670018
Andrew Taylor,Barbados,708043464
Matthew Martinez,Sudan,468738111
David Conley,Lesotho,729986006
Natasha Jackson,Cocos (Keeling) Islands,52518326
John Rogers,Monaco,928737210
Brett Garcia,Saint Martin,829539786
Kayla Maldonado,French Polynesia,963260637
Julie Haley,North Macedonia,333361192
Jesse Lopez,Yemen,427323627
Jennifer Sanchez,Hungary,839029101
Jill Hudson,Zimbabwe,310218957
Richard Cox,Canada,1105079243
Travis Haynes,British Indian Ocean Territory (Chagos Archipelago),880839893
Jennifer Richardson,Armenia,472241524
Allison Dean,Norfolk Island,604249222
Dana Snyder,Comoros,892169876
Taylor Larson,Myanmar,182379929
Katherine Williams,Seychelles,704925388
Stephanie Anderson,Zambia,1063158861
David Parker,Montenegro,128636670
Timothy Marks,Bosnia and Herzegovina,913824932
Vicki Torres,Guadeloupe,645700986
Louis Webster,Aruba,118720268
William Chavez,Belgium,525823671
Emily Ferguson,China,740174312
Brett Hayes DVM,Sri Lanka,816994711
Michelle Jones,British Virgin Islands,224347595
Jennifer Atkinson,Christmas Island,995290556
Stephanie Lee,Cambodia,967341228
Kevin Nolan,Andorra,602591089
Wesley Newton,Kazakhstan,992056691
Chad Riley,Bangladesh,819454233
Pamela Evans,Isle of Man,364910151
Scott Walker,Antigua and Barbuda,250514989
Mary Hopkins,South Georgia and the South Sandwich Islands,996565739
Sarah Wilson,Guernsey,940268849
James Norris,Turkmenistan,1164259618
Elizabeth Olsen,Colombia,657220926
Kristopher Gonzalez,Rwanda,634766890
Catherine Combs,Portugal,475371718
Sabrina Benson,Poland,355037735
Donald Luna,Suriname,133924608
Jennifer Ford,Lithuania,281234012
Nathan Garcia,Congo,705120350
David Griffin,Belgium,42023830
Judy Hammond,Libyan Arab Jamahiriya,1048800298
Eric Davis,Antarctica (the territory South of 60 deg S),816338372
Sarah Kennedy,Latvia,5885560
Jennifer Ruiz,Samoa,140735418
Joseph Craig,Bhutan,559231609
Michael Johnson,Monaco,38462370
John King,Botswana,330447872
Jennifer Jarvis,Indonesia,170133114
Sara Pierce,Bolivia,1087596224
Matthew Cordova,Puerto Rico,877917389
Kimberly Weaver,Saint Barthelemy,31279975
Carlos French,Egypt,379816739
James Green,Albania,246008155
Gregory Little,Seychelles,753456573
Natalie English,American Samoa,615827222
Leah Miller,Finland,666481406
Michael Riley,Cocos (Keeling) Islands,83778334
Benjamin Shannon,Algeria,185424002
James Davis,Kyrgyz Republic,467895836
Patrick Johnson,Korea,58200998
Patricia Collier,Malaysia,1108767217
Sean Mccarthy,Tajikistan,239409665
Lawrence Gross,Burundi,429477722
Seth Ramirez,Cayman Islands,1057487883
Samuel Davis,Somalia,718754997
Nathan Martinez,Cameroon,1182748403
Ann Martin,Palau,336676408
Hector Mcdonald,Honduras,657767666
Austin Richmond,French Guiana,43125874
Kim Paul,Isle of Man,833245449
Laura Mcclain,Egypt,884377720
William Frank,Bhutan,608109246
Stephen Nelson,United States of America,923305285
Dillon Weber,Tonga,14833777
Nicole Kelly,Sudan,148314470
Brianna Vega,Heard Island and McDonald Islands,18100376
Deanna Gallagher,Saint Martin,886073681
Cynthia Rivers,Djibouti,447452514
Shannon Wagner,Guinea-Bissau,143537600
Logan Harvey,Micronesia,928161164
Jasmine Bailey,Somalia,725677551
Jerry Leblanc,Turkmenistan,1032299078
Susan Jordan,Philippines,1007462287
Brittney Price,Ukraine,76234386
Susan Mayo,Vietnam,475051731
Taylor Burns,Nicaragua,247005551
Timothy Walker,Zimbabwe,643127759
Joanna Davis,Jersey,1047999312
Katrina Harris,Guinea,50817068
Maria Berry,Azerbaijan,31299052
Mary Bennett,Guyana,802980348
Nina Anderson,Swaziland,759405965
Angela Schultz,Kyrgyz Republic,848428045
Alex Meza,Haiti,459409674
Jessica Marsh,San Marino,893894441
Mark Hernandez,Nauru,1103284705
Carl Schultz,Greenland,725732253
Jamie Mendez,United States of America,1136006910
Jonathan Rodriguez,Yemen,544754960
Amber Allison,Lao People's Democratic Republic,742998665
Jody Warren,Heard Island and McDonald Islands,229175612
Mark Taylor,Latvia,227404362
Kenneth Smith,Estonia,155947
Eric Mitchell,Canada,543525461
Patricia Odonnell MD,Jordan,845765968
Michelle Reed,Northern Mariana Islands,7459138
Calvin Mcgrath,Saint Martin,187411744
James Molina,Peru,744279084
Michael Scott,Malta,529568434
Anthony Foster DDS,Congo,1077597734
Joshua Rodriguez,Northern Mariana Islands,758900473
David Jones,United Arab Emirates,650905616
Jay Willis,Canada,1065480672
Michelle Hernandez,Mozambique,564206623
Amy Hill,Cuba,1095127899
John Hood,Guyana,790714295
Dominique Jones,Heard Island and McDonald Islands,335168679
Dennis Ramirez,Australia,1145531089
Amber Lopez,Vanuatu,211765510
Patrick Gonzalez,Bulgaria,331606098
Jessica Blanchard,Maldives,419924957
Anthony Williams,Egypt,52670379
Brian Woods,Benin,523996361
Brittany Hunter,Tuvalu,972684143
Jonathan Barnes,Saint Vincent and the Grenadines,249627751
Michael Spencer,Guernsey,627885989
Allen Allen,Canada,437424931
Michael Weber,Albania,831961613
Xavier Henderson,Guinea,284391221
Patricia Ellis,Tuvalu,429872297
Marc Grimes,Morocco,925762800
Timothy Edwards,Switzerland,1131958973
Gregory Hamilton,Macao,961428986
William Hartman,Eritrea,1144871973
Timothy Turner,Martinique,629595540
David Dunn,Samoa,619528157
Cassandra Reeves,Jamaica,877619496
Cynthia Chavez,Peru,552968558
Janice Duarte,Luxembourg,943854141
Amanda Gardner,Kenya,384493740
Christopher Cannon,Jamaica,894334199
Kevin Long,Belarus,389700096
Sara Smith,Tonga,410351282
Robert Tate,Gibraltar,845606921
Matthew Johnson,Latvia,766365431
Wendy Davis,Mali,807299790
Terry Brown,Cyprus,1133006730
Virginia Smith,Saint Barthelemy,70590187
Tara Dominguez,Papua New Guinea,49447483
Gregory Medina,Tonga,156852709
Melanie Perez,Zimbabwe,1803568
Sarah Johnson,Liberia,65820740
Meghan Baker,Cocos (Keeling) Islands,1204460922
William Cruz,Lao People's Democratic Republic,124041437
Jennifer Gutierrez,French Guiana,279541379
Karen Maxwell,Saint Lucia,940904743
Mary Williams,Heard Island and McDonald Islands,627604802
Michael Sims,Saint Barthelemy,590578982
Tara Pennington,Azerbaijan,101669704
Jordan Wilkins,South Georgia and the South Sandwich Islands,19637741
Gina Rodgers,Uzbekistan,1134391832
James Watkins,Isle of Man,775647891
Michelle Rose,Guinea,1174549073
Monique Wolfe,Netherlands,351922973
Robert Blevins,Suriname,1032408784
Alex Weaver,Monaco,96240449
Gina Campbell DVM,Peru,780197007
Judith Williams,Jamaica,1015979793
April Combs,El Salvador,277862930
John Huber,Dominica,625836713
Jessica Morgan,Mali,128570467
Elizabeth Wyatt,New Zealand,988362302
Andrew White,Estonia,1041641999
Lance Dodson,Malta,524965479
Jennifer Rogers,Namibia,371951475
Sandra Guerrero,Uruguay,189651367
Jose Spencer,Wallis and Futuna,166345012
David Bass,Christmas Island,269409245
Anthony Ballard,Guernsey,1112279885
Patrick Hill,Botswana,411039608
Jason Alexander Jr.,China,584764151
Sherry Weeks,Swaziland,818407995
Jamie Erickson,Slovakia (Slovak Republic),248536011
Kristi Rhodes,Sudan,389198305
Richard Mcdaniel,Samoa,1157316074
Shannon Simmons,Gibraltar,1009375759
Christopher Melton,Heard Island and McDonald Islands,54891326
Jeff Smith,Tokelau,669290978
Eric Savage,Maldives,1040467472
Alicia Johnson,Cocos (Keeling) Islands,1004719578
Jean Brown,Tunisia,963965763
Mia Franklin,Reunion,692871297
Jamie Bennett,Kazakhstan,304114229
Cheryl Martinez,French Polynesia,1136407894
Mrs. Alice Lewis DDS,Romania,667557375
Warren Lopez,Myanmar,752879456
Jesus Howard,Vietnam,859719974
Samantha Green,Spain,499953142
Hunter Turner,Moldova,551006272
Aimee Owens,Georgia,1129563886
Lisa Lee,Jersey,155680810
Dawn Smith,Wallis and Futuna,1163310455
Erica Cox,Saint Vincent and the Grenadines,295847370
Cody Dixon,Ukraine,217560088
Gregg Irwin,Kyrgyz Republic,982342273
Emily George,Rwanda,1011308014
Kelly Lopez,Cape Verde,273927911
Madeline Perez,Afghanistan,924917985
Justin Ferguson,Cote d'Ivoire,856011782
Timothy Finley,Guyana,1028599303
Charles Russo,Tajikistan,99049363
Matthew Compton,Saint Vincent and the Grenadines,326041419
John Solis,Norway,140876827
Heather Anderson,Costa Rica,1135401034
Rebecca Nguyen,Northern Mariana Islands,117082795
Diana King,Bahrain,703150739
Rebecca Curtis,Belgium,227861479
Cameron Norris DDS,Puerto Rico,1209678533
Jeffrey Dickerson,Saint Kitts and Nevis,1068739213
John Conley,Philippines,1082653649
Samantha Banks,Samoa,378560251
Mike Morton,Congo,976008530
Edward Hill,Antigua and Barbuda,961163573
Rachel Jones,Jamaica,477919842
Tony Burnett,Belize,481080618
Charles Obrien,Burundi,478053167
Pamela Martinez,Slovenia,993903077
Kimberly White,Namibia,403820575
Sarah Rogers,Saint Vincent and the Grenadines,7216215
Lacey Holmes,Bermuda,1085154107
Krystal Smith,India,977001699
Mikayla Medina,Holy See (Vatican City State),121656654
Edgar Rodriguez,Saint Martin,1065945693
Kenneth Hubbard,Georgia,320740597
Donald Rivera,Guyana,152668125
Mrs. Debra Willis DDS,Iraq,583379763
Denise Hunter,Vietnam,443020507
Gregory Edwards DVM,Pitcairn Islands,1161450325
Brenda Mitchell,Cayman Islands,1043058537
Michelle Brennan,Guatemala,1083240668
Brittany Wyatt,Antarctica (the territory South of 60 deg S),278207793
Diana Avila,Saint Martin,713542450
Tom Thomas,Somalia,455734441
Justin Marshall,Swaziland,1049338470
Michael Cortez,Saint Helena,106549466
Jacob Wyatt,Ethiopia,510174183
Chelsea Cunningham,Egypt,680239484
Morgan Davis,Belgium,497439480
Lauren Harris,Norway,1173799852
Michael Jones,Tajikistan,779197851
Mackenzie Davis,Nauru,618034475
Jessica Wells,French Guiana,314892101
Jesus Moore,Andorra,318489638
Emily Rodriguez,Guinea,471115216
Chelsea Patterson,Reunion,199697649
Curtis Horton,Guatemala,912107432
Charles Scott,Bahamas,915491547
Holly Davis,Bosnia and Herzegovina,51194597
Tyler Harrell,Norway,454158434
Teresa Henderson,Japan,619362801
Casey Sutton,British Indian Ocean Territory (Chagos Archipelago),1051477148
Nicole Scott,Comoros,145796289
Benjamin Griffin,Guadeloupe,867102402
Luis Francis,Belarus,716542636
Teresa Woods,Tokelau,1037653965
Carrie Williams,Netherlands Antilles,665743150
Brandon Meyer,Afghanistan,1074837060
Brian Gillespie,Haiti,303943638
Danielle Meza,Slovenia,1103493766
Gregory Mitchell,Uruguay,692517470
Jessica Wright,Aruba,583376142
Chelsea Williams,Korea,138590425
Nathan Sandoval,Kenya,1198111495
Shawn Gregory,Egypt,545516197
Henry Owens,Peru,578139513
Laura Osborn,Guinea-Bissau,1166454934
Olivia Chaney,Armenia,500330769
Brian Smith,Bulgaria,601652713
Brandy King,Ireland,575715954
Douglas Callahan,China,654731965
Danielle Riley,Spain,816487377
Angela Leon,Saint Pierre and Miquelon,681381161
Danielle Mcclain,Holy See (Vatican City State),370274069
Victor Scott,Hong Kong,621965999
Ronald Fernandez,Guam,93246345
Lisa Herrera,India,682096748
Kenneth Cox,Nauru,1049225373
Kenneth Chavez,Korea,122253843
Mr. Daniel Lyons,Austria,63874862
Gloria Stark,Cameroon,522342821
Kevin Banks,Croatia,170340388
Robert Rivera,Korea,923749062
Elizabeth Bray,Niue,55478874
Denise Peters,Palestinian Territory,417796585
Maria Stanley,Grenada,1049952144
Andrew Townsend,Colombia,1156719769
Steven Garza,Korea,347926309
Jesse Wade,Pakistan,31596863
Emily Walton,Oman,602280307
Edward Cook,Lao People's Democratic Republic,1015641214
Aaron Bell,Moldova,1058958329
Christopher Long,Estonia,752215426
James Duran II,Equatorial Guinea,513253370
Michelle Wilson DVM,Madagascar,794137839
Zachary Keller,Madagascar,786789651
John Johnson,Aruba,934165626
Richard Lynn,Fiji,1014733397
Mrs. Lisa Williams DDS,Palestinian Territory,346685595
Adam Santana,Western Sahara,248147985
Mr. Maurice Olson,Mauritania,624463323
Jacqueline Jackson,Ethiopia,723637327
Heather Castro,Germany,127858657
Ryan Schultz,Equatorial Guinea,960696856
Katherine Smith,Croatia,364347545
Donna Beck,Qatar,332534374
Patrick Hays,Cyprus,365163855
Brian Webster,Nicaragua,1051374178
Jonathan Sanchez,Luxembourg,1151658686
Shawn Johnson,Syrian Arab Republic,848655949
Jessica Walton,Belize,525762308
Cody Neal,Korea,514400403
Matthew Herman,Botswana,356738176
Tammy Harrell,Belgium,877519730
Julie Smith,Saint Pierre and Miquelon,927202687
Lindsay Gentry,British Indian Ocean Territory (Chagos Archipelago),803888800
Leah Pena,Congo,183080297
Sherry Whitaker,Bahamas,657458593
Kathy Hill,Slovenia,1067049672
Leonard Pearson,Libyan Arab Jamahiriya,1162876945
Maria Heath,Cameroon,662389552
Jacob Weiss,Egypt,707717354
Daniel Johnson,Philippines,124917537
Lindsey Martin,Syrian Arab Republic,492778677
Jermaine Gibbs,Micronesia,721912459
Jeffrey Hart,Zambia,98915173
Danielle English,Tanzania,527400618
Courtney Ford,Macao,113586473
Bonnie Garrison,Saint Kitts and Nevis,276733312
Savannah Casey,El Salvador,105043993
Michael Berg,Malaysia,63659286
Mary Wright,Eritrea,591150193
Gabriella Lester,Cuba,1129693681
Benjamin Smith,Brazil,482484171
Kellie Wilson,Chile,523947689
Glenn Navarro,Montserrat,376733167
